position,title,artist,year,month,day
2,scream,usher,2012,6,24
5,silhouettes,avicii,2012,6,24
17,murking,jme,2012,6,24
14,the veldt,deadmau5 ft chris james,2012,7,1
21,unfinished sympathy,massive attack,2012,7,1
33,love has gone,netsky,2012,7,1
22,summer of love,cascada,2012,7,8
9,bonfire,knife party,2012,7,15
13,get free,major lazer ft amber coffman,2012,7,15
2,i can only imagine,david guetta/lil wayne/c brown,2012,7,22
22,amnesia,ian carey/rosette/timbaland,2012,7,22
31,good morning to the night,elton john vs pnau,2012,7,22
34,goin' in,birdy nam nam,2012,7,22
38,things can only get better,d:ream,2012,7,22
39,titanium,i am titanium,2012,7,22
1,feel the love,rudimental ft john newman,2012,7,29
2,turn up the love,far east movement/cover drive,2012,7,29
5,molly,cedric gervais,2012,7,29
8,finale,madeon,2012,7,29
24,born slippy nuxx,underworld,2012,7,29
27,nothing inside,sander van doorn & mayaeni,2012,7,29
1,heatwave,wiley ft ms d,2012,8,5
2,we'll be coming back,calvin harris ft example,2012,8,5
9,through the night,drumsound & bassline smith,2012,8,5
17,galvanize,chemical brothers,2012,8,5
30,velodrome,chemical brothers,2012,8,5
34,flowers,sweet female attitude,2012,8,5
36,get busy,rude kid ft skepta,2012,8,5
3,lost in your love,redlight,2012,8,12
6,scream,dizzee rascal ft pepper,2012,8,12
18,i wanna rock,maxsta,2012,8,12
3,language,porter robinson,2012,8,19
12,right here right now,fatboy slim,2012,8,19
14,the rockafeller skank,fatboy slim,2012,8,19
1,bom bom,sam & the womp,2012,8,26
3,(all along the) watchtower,devlin ft ed sheeran,2012,8,26
31,after light,rustie ft alunageorge,2012,8,26
33,blessed,tom hangs/shermanology,2012,8,26
38,bad signal,hadouken,2012,8,26
10,beat down,steve aoki/angger dimas/iggy a,2012,9,2
35,dubsteppin,p money,2012,9,2
37,pour your love,benga ft marlene,2012,9,2
10,superlove,lenny kravitz/avicii,2012,9,9
19,centipede,knife party,2012,9,9
3,play hard,david guetta ft ne-yo/akon,2012,9,16
28,higher ground,tnght,2012,9,16
33,wild one two,jack back/david guetta/sia,2012,9,16
1,say nothing,example,2012,9,23
11,get it started,pitbull ft shakira,2012,9,23
40,dont you worry child,lil musik shop,2012,9,23
3,the feeling,dj fresh ft ravaughn,2012,9,30
15,professional griefers,deadmau5 ft gerard way,2012,9,30
23,believe,cher,2012,9,30
40,can't wait for the weekend,michael gray ft roll deep,2012,9,30
1,she wolf (falling to pieces),david guetta ft sia,2012,10,7
2,million voices,otto knows,2012,10,7
7,skirts,other tribe,2012,10,7
16,the city,madeon,2012,10,14
17,don't wake me up,chris brown,2012,10,14
1,sweet nothing,calvin harris/florence welch,2012,10,21
13,big man,chase & status ft liam bailey,2012,10,21
27,glassheart,leona lewis,2012,10,21
28,your love,totally enormous extinct,2012,10,21
34,off with their heads,devlin/wretch 32,2012,10,21
3,latch,disclosure ft sam smith,2012,10,28
12,au seve,julio bashmore,2012,10,28
24,in my mind,ivan gough & feenixpawl,2012,10,28
29,won't you (be there),nero,2012,10,28
1,can you hear me (ayayaya),wiley/skepta/jme/ms d,2012,11,4
8,benediction,hot natured & ali love,2012,11,4
24,thinking about you,calvin harris ft ayah marar,2012,11,4
26,years,alesso/matthew koma,2012,11,4
27,love is all i got,feed me & crystal fighters,2012,11,4
4,tidal wave,sub focus ft alpines,2012,11,11
9,zim zimma,sneakbo,2012,11,11
33,4 am,scooter,2012,11,11
36,dancing in my head,eric turner vs avicii,2012,11,11
7,close enemies,example,2012,11,18
34,are you ready for love,elton john,2012,11,18
1,not giving in,rudimental/newman/clare,2012,11,25
7,right now,rihanna ft david guetta,2012,11,25
20,insomnia,faithless,2012,11,25
8,rest of my life,ludacris/usher/david guetta,2012,12,2
10,holdin' on,monsta,2012,12,2
30,jump,rihanna,2012,12,2
18,charge,sway ft mr hudson,2012,12,9
20,a+e,clean bandit,2012,12,16
2,gold dust,dj fresh,2012,12,23
6,lies,burns,2012,12,23
12,karmageddon,dot rotten,2012,12,23
37,truant,burial,2012,12,23
4,one pound fish,one pound fish man,2012,12,30
1,don't you worry child,swedish house mafia/martin,2013,1,6
30,banger,jme ft wiley,2013,1,6
1,drinking from the bottle,calvin harris ft tinie tempah,2013,1,13
4,not a saint,vato gonzalez vs lethal bizzle,2013,1,13
3,just one last time,david guetta ft taped rai,2013,1,20
12,make it bun dem,skrillex/damian jr gong marley,2013,1,20
22,back to love,dj pauly d ft jay sean,2013,1,20
28,love don't let me go (walking away),david guetta vs the egg,2013,1,20
34,rattle,dj dizzy,2013,1,20
1,get up (rattle),bingo players ft far east,2013,1,27
27,need to know,wilkinson ft iman,2013,1,27
3,rewind,devlin ft diane birch,2013,2,3
4,bassline junkie,dizzee rascal,2013,2,3
5,magnetic eyes,matrix/futurebound/baby blue,2013,2,3
7,get hyper,droideka,2013,2,3
17,levitate,hadouken,2013,2,3
40,let me blow ya mind,eve ft gwen stefani,2013,2,3
1,white noise,disclosure/alunageorge,2013,2,10
1,i could be the one,avicii vs nicky romero,2013,2,17
34,another day,modestep ft popeska,2013,2,17
37,end of the line,honeyz,2013,2,17
1,harlem shake,baauer,2013,2,24
6,clarity,zedd/foxes,2013,3,3
9,perfect replacement,example,2013,3,3
9,x you,avicii,2013,3,10
34,wearing my rolex,wiley,2013,3,10
9,real,gorgon city ft yasmin,2013,3,17
25,need u,sing king,2013,3,17
26,forefather,benga & kano,2013,3,17
6,fade,jakwob ft maiday,2013,3,24
16,only for tonight,zinc ft sasha keable,2013,3,24
37,android porn,kraddy,2013,3,24
1,feel this moment,pitbull ft christina aguilera,2013,3,31
4,i need your love,calvin harris/ellie goulding,2013,3,31
19,harder better faster stronger,daft punk,2013,3,31
29,need u (100 percent),need you 100,2013,3,31
35,take you higher,wilkinson,2013,3,31
